vehicle_id,vehicle_key,vehicle_label,item_uid,item_type,x,y,z,dx,dy,dz,orientation_code,layer_id,support_id,support_area_ratio,block_id,category,unit_weight,pattern_id,pattern_source
1,vehicle_1,车型1,V01_G1_001,G1,0,0,0,60,30,40,O2,1,floor,1.0,V01_block_1,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_002,G1,0,30,0,60,30,40,O2,1,floor,1.0,V01_block_1,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_003,G1,60,0,0,60,30,40,O2,1,floor,1.0,V01_block_1,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_004,G1,60,30,0,60,30,40,O2,1,floor,1.0,V01_block_1,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_005,G1,120,0,0,60,30,40,O2,1,floor,1.0,V01_block_2,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_006,G1,120,30,0,60,30,40,O2,1,floor,1.0,V01_block_2,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_007,G1,180,0,0,60,30,40,O2,1,floor,1.0,V01_block_2,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_008,G1,180,30,0,60,30,40,O2,1,floor,1.0,V01_block_2,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_009,G1,240,0,0,60,30,40,O2,1,floor,1.0,V01_block_3,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_010,G1,240,30,0,60,30,40,O2,1,floor,1.0,V01_block_3,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_011,G1,300,0,0,60,30,40,O2,1,floor,1.0,V01_block_3,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_012,G1,300,30,0,60,30,40,O2,1,floor,1.0,V01_block_3,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_013,G1,360,0,0,30,60,40,O5,1,floor,1.0,V01_block_4,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_014,G1,360,60,0,30,60,40,O5,1,floor,1.0,V01_block_4,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_015,G1,390,0,0,30,60,40,O5,1,floor,1.0,V01_block_4,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_016,G1,390,60,0,30,60,40,O5,1,floor,1.0,V01_block_4,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_017,G1,0,60,0,60,30,40,O2,1,floor,1.0,V01_block_5,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_018,G1,0,90,0,60,30,40,O2,1,floor,1.0,V01_block_5,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_019,G1,60,60,0,60,30,40,O2,1,floor,1.0,V01_block_5,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_020,G1,60,90,0,60,30,40,O2,1,floor,1.0,V01_block_5,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_021,G1,120,60,0,60,30,40,O2,1,floor,1.0,V01_block_6,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_022,G1,120,90,0,60,30,40,O2,1,floor,1.0,V01_block_6,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_023,G1,180,60,0,60,30,40,O2,1,floor,1.0,V01_block_6,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_024,G1,180,90,0,60,30,40,O2,1,floor,1.0,V01_block_6,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_025,G1,240,60,0,60,30,40,O2,1,floor,1.0,V01_block_7,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_026,G1,240,90,0,60,30,40,O2,1,floor,1.0,V01_block_7,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_027,G1,300,60,0,60,30,40,O2,1,floor,1.0,V01_block_7,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_028,G1,300,90,0,60,30,40,O2,1,floor,1.0,V01_block_7,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_029,G1,0,120,0,60,30,40,O2,1,floor,1.0,V01_block_8,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_030,G1,0,150,0,60,30,40,O2,1,floor,1.0,V01_block_8,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_031,G1,60,120,0,60,30,40,O2,1,floor,1.0,V01_block_8,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_032,G1,60,150,0,60,30,40,O2,1,floor,1.0,V01_block_8,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_033,G1,120,120,0,60,30,40,O2,1,floor,1.0,V01_block_9,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_034,G1,120,150,0,60,30,40,O2,1,floor,1.0,V01_block_9,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_035,G1,180,120,0,60,30,40,O2,1,floor,1.0,V01_block_9,standard,12,vehicle_1_pattern_001,full
1,vehicle_1,车型1,V01_G1_036,G1,180,150,0,60,30,40,O2,1,floor,1.0,V01_block_9,standard,12,vehicle_1_pattern_001,full
